"Slovenija"
" ";"15-24"
" ";" ";"Povprečno število prenočitev"
" ";" ";" ";"2008Q2";60.93
" ";" ";" ";"2008Q3";42.04
" ";" ";" ";"2008Q4";81.51
" ";" ";" ";"2009Q1";72.97
" ";" ";" ";"2009Q2";68.33
" ";" ";" ";"2009Q3";44.38
" ";" ";" ";"2009Q4";70.36
" ";" ";" ";"2010Q1";76.71
" ";" ";" ";"2010Q2";60.61
" ";" ";" ";"2010Q3";43.01
" ";" ";" ";"2010Q4";90.16
" ";" ";" ";"2011Q1";75.16M
" ";" ";" ";"2011Q2";69.61
" ";" ";" ";"2011Q3";38.85
" ";" ";" ";"2011Q4";62.95
" ";" ";" ";"2012Q1";54.05M
" ";" ";" ";"2012Q2";60.64
" ";" ";" ";"2012Q3";40.41
" ";" ";" ";"2012Q4";62.72
" ";" ";" ";"2013Q1";62.52
" ";" ";" ";"2013Q2";63.48
" ";" ";" ";"2013Q3";39.39
" ";" ";" ";"2013Q4";86.32
" ";" ";" ";"2014Q1";71.86
" ";" ";" ";"2014Q2";61.66
" ";" ";" ";"2014Q3";39.03
" ";" ";" ";"2014Q4";52.17
" ";"65 +"
" ";" ";"Povprečno število prenočitev"
" ";" ";" ";"2005Q1";5.2M
" ";" ";" ";"2005Q2";5.4M
" ";" ";" ";"2005Q3";7.5M
" ";" ";" ";"2005Q4";5.3M
" ";" ";" ";"2006Q1";6.7M
" ";" ";" ";"2006Q2";6.6M
" ";" ";" ";"2006Q3";9.2M
" ";" ";" ";"2006Q4";5.0M
" ";" ";" ";"2007Q1";5.8M
" ";" ";" ";"2007Q2";5.2M
" ";" ";" ";"2007Q3";7.3M
" ";" ";" ";"2007Q4";4.7M
" ";" ";" ";"2008Q1";N
" ";" ";" ";"2008Q2";9.9M
" ";" ";" ";"2008Q3";8.0M
" ";" ";" ";"2008Q4";4.7M
" ";" ";" ";"2009Q1";8.1M
" ";" ";" ";"2009Q2";4.2M
" ";" ";" ";"2009Q3";10.3M
" ";" ";" ";"2009Q4";5.3M
" ";" ";" ";"2010Q1";4.8M
" ";" ";" ";"2010Q2";4.1M
" ";" ";" ";"2010Q3";7.4M
" ";" ";" ";"2010Q4";5.4M
" ";" ";" ";"2011Q1";4.1M
" ";" ";" ";"2011Q2";5.4M
" ";" ";" ";"2011Q3";8.6M
" ";" ";" ";"2011Q4";7.5M
" ";" ";" ";"2012Q1";N
" ";" ";" ";"2012Q2";5.2M
" ";" ";" ";"2012Q3";8.7M
" ";" ";" ";"2012Q4";5.6M
" ";" ";" ";"2013Q1";N
" ";" ";" ";"2013Q2";5.1M
" ";" ";" ";"2013Q3";7.9M
" ";" ";" ";"2013Q4";5.0M
" ";" ";" ";"2014Q1";5.5M
" ";" ";" ";"2014Q2";7.7M
